,TimeStamp,Station.Number,Oxygen.Electrode.Output,Oxygen.Saturation.percent,Calculated.Oxygen
31,2000-02,16.0,9.657142857142857,90.0,8.414285714285715
32,2000-02,17.0,9.530769230769234,90.92307692307692,8.307692307692307
33,2000-02,18.0,9.541666666666666,91.75,8.316666666666674
34,2000-02,20.0,9.55,91.53846153846152,8.30769230769231
35,2000-02,21.0,9.546875000000002,90.59375,8.40625
36,2000-02,22.0,9.461111111111109,90.38888888888887,8.38888888888889
37,2000-02,23.0,9.812499999999998,89.25,8.518750000000002
38,2000-02,24.0,9.533333333333337,89.95238095238096,8.423809523809524
39,2000-02,25.0,9.570588235294117,90.76470588235294,8.441176470588236
40,2000-02,26.0,9.718181818181817,90.36363636363636,8.463636363636365
41,2000-02,27.0,9.448,91.04,8.38
42,2000-02,28.0,9.862499999999997,91.4375,8.537500000000001
43,2000-02,29.0,9.389655172413793,91.24137931034485,8.317241379310348
44,2000-02,29.5,9.73125,90.375,8.450000000000003
45,2000-02,30.0,9.407407407407405,91.07407407407408,8.329629629629633
46,2000-02,31.0,9.571428571428571,89.2142857142857,8.407142857142857
47,2000-02,32.0,9.3,90.07692307692308,8.273076923076928
48,2000-02,34.0,9.1,91.0,8.200000000000001
49,2000-02,36.0,9.0,90.16666666666669,8.1
50,2000-02,649.0,10.7,84.63636363636364,9.3
51,2000-02,657.0,10.8,85.0,9.400000000000002
52,2000-03,2.0,11.20909090909091,84.0,9.190909090909091
53,2000-03,3.0,11.114285714285712,84.0,9.099999999999998
54,2000-03,4.0,11.077777777777774,83.6111111111111,9.066666666666665
55,2000-03,8.0,11.14375,83.625,9.099999999999998
56,2000-03,9.0,11.051428571428575,83.02857142857142,9.051428571428572
57,2000-03,10.0,11.052380952380949,83.19047619047619,9.057142857142852
58,2000-03,11.0,10.975,83.0,9.0
59,2000-03,12.0,10.81,84.1,8.919999999999998
60,2000-03,13.0,10.733333333333333,86.66666666666669,8.866666666666667
61,2000-03,14.0,10.725,87.25,8.858333333333333
62,2000-03,15.0,10.495454545454548,88.72727272727273,8.70909090909091
63,2000-03,16.0,10.47857142857143,88.92857142857143,8.707142857142857
64,2000-03,17.0,10.364285714285714,89.85714285714286,8.628571428571428
65,2000-03,18.0,9.95681818181818,90.5,8.388636363636364
66,2000-03,20.0,10.365384615384617,90.19230769230771,8.599999999999998
67,2000-03,21.0,9.439622641509438,89.28301886792454,8.364150943396227
68,2000-03,22.0,9.38703703703704,88.07407407407408,8.270370370370365
69,2000-03,23.0,9.451724137931038,91.27586206896551,8.458620689655175
70,2000-03,24.0,9.890624999999998,92.34375,8.703124999999998
71,2000-03,25.0,10.039999999999996,93.44,8.8
72,2000-03,26.0,9.669999999999998,96.2,8.9
73,2000-03,27.0,10.054054054054054,92.81081081081079,8.767567567567568
74,2000-03,28.0,9.696666666666664,92.66666666666669,8.629999999999999
75,2000-03,29.0,9.917777777777776,91.97777777777776,8.691111111111113
76,2000-03,29.5,9.164705882352944,90.94117647058823,8.447058823529412
77,2000-03,30.0,9.867441860465117,91.30232558139537,8.646511627906978
78,2000-03,31.0,9.536666666666664,90.9,8.443333333333333
79,2000-03,32.0,9.852631578947367,90.89473684210527,8.626315789473681
80,2000-03,33.0,9.510714285714286,90.42857142857143,8.457142857142857
81,2000-03,34.0,10.220833333333333,93.95833333333331,8.991666666666664
82,2000-03,35.0,10.105263157894736,95.31578947368419,8.978947368421053
83,2000-03,36.0,10.18095238095238,92.76190476190477,8.928571428571429
84,2000-03,649.0,11.3,84.0,9.2
85,2000-03,657.0,11.372727272727273,84.0,9.2
86,2000-04,2.0,9.400000000000002,94.0,9.3
87,2000-04,3.0,9.5,94.91666666666669,9.35
88,2000-04,4.0,9.422222222222224,94.61111111111113,9.305555555555557
89,2000-04,8.0,9.106666666666667,94.33333333333331,9.060000000000002
90,2000-04,9.0,8.979411764705883,94.26470588235294,8.952941176470588
91,2000-04,10.0,8.961111111111112,94.05555555555556,8.91666666666667
92,2000-04,11.0,8.839999999999998,94.13333333333334,8.826666666666664
93,2000-04,12.0,8.822222222222221,94.33333333333331,8.81111111111111
94,2000-04,13.0,8.72857142857143,95.42857142857143,8.728571428571428
95,2000-04,14.0,8.664285714285715,95.07142857142857,8.657142857142857
96,2000-04,15.0,8.562499999999998,94.29166666666669,8.566666666666665
97,2000-04,16.0,8.421428571428574,94.0,8.492857142857144
98,2000-04,17.0,8.2,91.53846153846152,8.276923076923074
99,2000-04,18.0,8.095348837209302,90.5813953488372,8.176744186046506
100,2000-04,20.0,9.056521739130432,99.7391304347826,8.97826086956522
101,2000-04,21.0,9.124999999999998,103.1875,9.193749999999998
102,2000-04,22.0,8.975000000000003,97.77777777777777,8.597222222222221
103,2000-04,23.0,9.778571428571428,106.85714285714286,9.128571428571428
104,2000-04,24.0,9.20952380952381,100.76190476190477,8.81904761904762
105,2000-04,25.0,9.414285714285716,104.28571428571428,9.078571428571427
106,2000-04,26.0,9.279999999999998,100.0,8.53
107,2000-04,27.0,9.186956521739127,101.69565217391305,8.882608695652175
108,2000-04,28.0,9.42,101.93333333333334,8.686666666666666
109,2000-04,29.0,8.935714285714287,98.21428571428572,8.571428571428568
110,2000-04,29.5,8.950000000000003,94.75,8.143749999999999
111,2000-04,30.0,8.750000000000004,96.79166666666669,8.424999999999999
112,2000-04,31.0,8.62857142857143,90.64285714285714,7.750000000000001
113,2000-04,32.0,8.479999999999997,93.76,8.111999999999998
114,2000-04,33.0,8.553846153846152,89.15384615384615,7.653846153846153
115,2000-04,34.0,8.24,88.4,7.77
116,2000-04,35.0,8.775,91.0,7.899999999999999
117,2000-04,36.0,8.335714285714287,91.57142857142857,8.014285714285714
118,2000-04,649.0,9.400000000000002,94.0,9.3
119,2000-04,657.0,9.099999999999998,92.0,9.099999999999998
120,2000-05,2.0,10.12,89.2,8.700000000000001
121,2000-05,3.0,10.138461538461538,89.69230769230771,8.707692307692309
122,2000-05,4.0,10.058823529411764,89.0,8.652941176470588
123,2000-05,8.0,9.113333333333333,83.33333333333333,7.8599999999999985
124,2000-05,9.0,9.05,84.0,7.850000000000003
125,2000-05,10.0,9.041176470588235,84.0,7.841176470588233
126,2000-05,11.0,8.907142857142857,84.07142857142857,7.735714285714287
127,2000-05,12.0,8.829999999999998,84.1,7.67
128,2000-05,13.0,8.59,83.4,7.49
129,2000-05,14.0,8.419999999999998,82.13333333333334,7.326666666666667
130,2000-05,15.0,8.404347826086955,82.21739130434783,7.330434782608693
131,2000-05,16.0,8.209090909090909,80.63636363636364,7.163636363636362
132,2000-05,17.0,7.981818181818182,78.81818181818181,6.9818181818181815
133,2000-05,18.0,8.08,79.875,7.049999999999999
134,2000-05,20.0,8.230769230769228,81.46153846153847,7.1730769230769225
135,2000-05,21.0,8.725000000000001,92.375,7.918750000000002
136,2000-05,22.0,8.527777777777779,90.16666666666669,7.783333333333335
137,2000-05,24.0,9.01,94.6,8.11
138,2000-05,25.0,8.9875,94.875,8.0875
139,2000-05,27.0,8.690909090909091,93.63636363636364,7.8909090909090915
140,2000-05,29.0,8.38,90.46666666666668,7.660000000000001
141,2000-05,30.0,8.446153846153846,91.3846153846154,7.707692307692309
142,2000-05,32.0,8.333333333333334,90.33333333333331,7.633333333333334
143,2000-05,34.0,7.8125,85.625,7.274999999999999
144,2000-05,36.0,7.033333333333334,79.33333333333333,6.716666666666666
145,2000-05,649.0,10.154545454545453,89.81818181818181,8.700000000000001
146,2000-05,657.0,9.8,87.9,8.41
147,2000-06,2.0,9.377777777777778,91.88888888888887,8.277777777777779
148,2000-06,3.0,9.363636363636363,92.0,8.245454545454548
149,2000-06,4.0,9.312500000000002,91.9375,8.1875
150,2000-06,8.0,8.639999999999997,88.33333333333331,7.6599999999999975
151,2000-06,9.0,8.514285714285714,88.67857142857143,7.599999999999996
152,2000-06,10.0,8.552631578947368,88.94736842105263,7.610526315789473
153,2000-06,11.0,8.42,89.2,7.520000000000001
154,2000-06,12.0,8.33,89.0,7.44
155,2000-06,13.0,8.06,86.9,7.229999999999999
156,2000-06,14.0,7.807142857142856,84.35714285714286,7.0285714285714285
157,2000-06,15.0,7.939130434782612,85.69565217391305,7.1130434782608685
158,2000-06,16.0,7.571428571428572,81.57142857142857,6.8428571428571425
159,2000-06,17.0,7.5,80.15384615384616,6.776923076923077
160,2000-06,18.0,7.446153846153848,79.71794871794873,6.735897435897434
161,2000-06,20.0,7.528571428571429,80.89285714285714,6.810714285714289
162,2000-06,21.0,7.7375000000000025,84.25,6.887500000000001
163,2000-06,22.0,7.584210526315785,82.05263157894737,6.726315789473685
164,2000-06,24.0,8.022222222222222,88.55555555555556,7.133333333333334
165,2000-06,25.0,8.333333333333334,93.0,7.399999999999999
166,2000-06,27.0,8.5,95.46153846153848,7.5
167,2000-06,29.0,8.299999999999999,93.6,7.353333333333335
168,2000-06,30.0,8.24,93.06666666666666,7.299999999999998
169,2000-06,32.0,8.124999999999998,93.0,7.191666666666666
170,2000-06,34.0,7.811111111111112,91.22222222222223,6.955555555555557
171,2000-06,36.0,7.1571428571428575,84.57142857142857,6.385714285714285
172,2000-06,657.0,9.000000000000002,90.1,7.9700000000000015
173,2000-07,2.0,8.02,93.5,8.299999999999999
174,2000-07,3.0,8.009090909090908,93.0909090909091,8.29090909090909
175,2000-07,4.0,8.059999999999999,94.73333333333332,8.346666666666666
176,2000-07,8.0,7.349999999999999,90.16666666666669,7.591666666666666
177,2000-07,9.0,7.352000000000004,90.92,7.571999999999997
178,2000-07,10.0,7.3058823529411745,91.11764705882355,7.511764705882353
179,2000-07,11.0,7.309090909090909,92.0909090909091,7.554545454545454
180,2000-07,12.0,7.377777777777776,93.0,7.588888888888889
181,2000-07,13.0,7.175,90.875,7.387499999999998
182,2000-07,14.0,7.1,89.5,7.307142857142857
183,2000-07,15.0,7.0227272727272725,88.63636363636364,7.222727272727273
184,2000-07,16.0,7.0,87.9090909090909,7.1818181818181825
185,2000-07,17.0,7.136363636363638,89.9090909090909,7.354545454545454
186,2000-07,18.0,7.004651162790699,87.67441860465117,7.204651162790693
187,2000-07,20.0,7.004000000000002,88.0,7.187999999999998
188,2000-07,21.0,6.8058823529411745,88.05882352941177,7.105882352941173
189,2000-07,22.0,6.880000000000003,88.65,7.164999999999999
190,2000-07,24.0,6.911111111111111,91.11111111111113,7.211111111111113
191,2000-07,25.0,7.112500000000002,95.125,7.4125
192,2000-07,27.0,7.200000000000002,97.0,7.491666666666667
193,2000-07,29.0,6.966666666666668,94.46666666666668,7.253333333333333
194,2000-07,30.0,6.799999999999998,92.71428571428572,7.099999999999999
195,2000-07,32.0,6.616666666666666,90.66666666666669,6.916666666666668
196,2000-07,34.0,6.5,90.0,6.799999999999999
197,2000-07,36.0,6.028571428571429,83.57142857142857,6.314285714285713
198,2000-07,649.0,8.009090909090908,92.54545454545456,8.272727272727273
199,2000-07,657.0,7.7799999999999985,90.7,8.07
200,2000-08,2.0,8.690909090909091,92.72727272727272,8.09090909090909
201,2000-08,3.0,8.638461538461538,92.6153846153846,8.084615384615383
202,2000-08,4.0,8.423529411764706,90.70588235294115,7.9058823529411795
203,2000-08,8.0,7.953333333333332,91.4,7.58
204,2000-08,9.0,7.796874999999997,90.96875,7.456250000000002
205,2000-08,10.0,7.835294117647058,91.47058823529413,7.4588235294117675
206,2000-08,11.0,7.736363636363637,91.1818181818182,7.409090909090909
207,2000-08,12.0,7.6875,91.125,7.3625
208,2000-08,13.0,7.4222222222222225,89.22222222222223,7.188888888888888
209,2000-08,14.0,7.4071428571428575,88.92857142857143,7.1571428571428575
210,2000-08,15.0,7.327272727272727,87.95454545454545,7.1136363636363615
211,2000-08,16.0,7.4230769230769225,88.30769230769229,7.1692307692307695
212,2000-08,17.0,7.300000000000002,86.46153846153847,7.084615384615384
213,2000-08,18.0,7.547368421052628,88.18421052631581,7.247368421052637
214,2000-08,20.0,7.547999999999997,88.6,7.264000000000002
216,2000-08,22.0,7.416666666666668,88.83333333333331,7.155555555555552
217,2000-08,24.0,7.1,89.0,7.0
218,2000-08,25.0,7.175000000000002,90.25,7.0125
219,2000-08,27.0,7.25,92.83333333333331,7.083333333333332
220,2000-08,29.0,7.113333333333332,92.33333333333331,6.993333333333332
221,2000-08,30.0,7.192857142857144,93.14285714285714,7.0
222,2000-08,32.0,7.161538461538462,93.15384615384615,7.007692307692308
223,2000-08,34.0,6.9,91.0,6.9
224,2000-08,36.0,6.714285714285714,89.14285714285714,6.799999999999999
225,2000-08,649.0,8.690909090909091,92.0,8.099999999999998
226,2000-08,657.0,8.5,91.0,7.98888888888889
227,2000-09,2.0,8.781818181818181,81.36363636363636,7.363636363636365
228,2000-09,3.0,8.758333333333331,80.25,7.308333333333333
229,2000-09,4.0,8.788888888888888,81.33333333333333,7.333333333333332
230,2000-09,8.0,8.181249999999999,80.6875,6.893749999999999
231,2000-09,9.0,8.081481481481482,80.55555555555556,6.799999999999998
232,2000-09,10.0,7.963157894736844,79.94736842105263,6.6999999999999975
233,2000-09,11.0,7.7411764705882335,79.41176470588233,6.541176470588237
234,2000-09,12.0,7.9125,81.25,6.675
235,2000-09,13.0,7.9222222222222225,81.8888888888889,6.666666666666668
236,2000-09,14.0,7.561538461538462,78.53846153846153,6.407692307692307
237,2000-09,15.0,7.313043478260868,76.26086956521739,6.1999999999999975
238,2000-09,16.0,7.591666666666666,78.58333333333333,6.399999999999999
239,2000-09,20.0,7.3439999999999985,76.16,6.2360000000000015
240,2000-09,21.0,7.623529411764705,81.82352941176471,6.541176470588237
241,2000-09,22.0,7.727777777777777,82.55555555555556,6.655555555555557
242,2000-09,24.0,7.49,81.8,6.44
243,2000-09,25.0,7.862499999999999,86.75,6.762500000000001
244,2000-09,27.0,7.383333333333334,81.5,6.333333333333332
245,2000-09,29.0,7.564285714285716,84.35714285714286,6.485714285714286
246,2000-09,30.0,7.400000000000001,82.38461538461539,6.346153846153847
247,2000-09,32.0,7.750000000000003,87.5,6.67
248,2000-09,34.0,7.399999999999999,82.71428571428571,6.299999999999999
249,2000-09,36.0,6.814285714285713,75.28571428571429,5.799999999999999
250,2000-09,649.0,8.681818181818182,79.0,7.28181818181818
251,2000-09,657.0,8.59,77.9,7.200000000000001
252,2000-10,2.0,8.200000000000001,89.2,8.099999999999998
253,2000-10,3.0,8.281818181818183,90.54545454545456,8.18181818181818
254,2000-10,4.0,8.158823529411762,90.0,8.058823529411764
255,2000-10,8.0,7.4733333333333345,88.4,7.440000000000002
256,2000-10,9.0,7.300000000000003,88.0,7.300000000000003
257,2000-10,10.0,7.3,88.0,7.3
258,2000-10,11.0,7.3,88.68421052631581,7.3
259,2000-10,12.0,7.299999999999999,89.0,7.299999999999999
260,2000-10,13.0,7.054545454545454,87.0,7.072727272727272
261,2000-10,14.0,7.05625,87.4375,7.0625
262,2000-10,15.0,6.992000000000003,86.72,7.024
263,2000-10,16.0,6.900000000000001,86.0,6.900000000000001
264,2000-10,17.0,6.881818181818183,85.45454545454545,6.9
265,2000-10,18.0,6.938636363636363,86.06818181818181,6.952272727272725
266,2000-10,20.0,7.15,89.125,7.15
267,2000-10,21.0,6.494117647058824,74.88235294117645,6.0
268,2000-10,22.0,6.416666666666668,74.0,5.927777777777778
269,2000-10,24.0,6.4,75.0,5.9
270,2000-10,25.0,6.700000000000001,78.0,6.200000000000001
271,2000-10,27.0,6.700000000000002,78.83333333333333,6.200000000000002
272,2000-10,29.0,6.593333333333333,77.46666666666667,6.093333333333333
273,2000-10,30.0,6.492857142857143,76.0,5.992857142857143
274,2000-10,32.0,6.592307692307692,77.0,6.0769230769230775
275,2000-10,34.0,6.387499999999998,73.875,5.887499999999998
276,2000-10,36.0,6.071428571428572,69.71428571428571,5.585714285714286
277,2000-10,649.0,8.291666666666666,89.0,8.175
278,2000-10,657.0,8.190909090909093,86.0,8.09090909090909
279,2000-11,2.0,9.572727272727274,89.63636363636364,8.863636363636363
280,2000-11,3.0,9.400000000000002,89.0,8.700000000000001
281,2000-11,4.0,9.23125,89.125,8.581249999999997
282,2000-11,8.0,8.312499999999998,88.0,7.806249999999999
283,2000-11,9.0,8.290909090909093,88.0,7.7969696969696995
284,2000-11,10.0,8.377777777777784,89.22222222222223,7.87777777777778
285,2000-11,11.0,8.473333333333333,90.8,7.953333333333332
286,2000-11,12.0,8.066666666666666,88.0,7.622222222222224
287,2000-11,13.0,8.09090909090909,88.27272727272727,7.6090909090909085
288,2000-11,14.0,8.053333333333333,88.46666666666668,7.606666666666665
289,2000-11,15.0,7.89130434782609,87.43478260869566,7.473913043478262
290,2000-11,16.0,7.676923076923077,85.84615384615384,7.299999999999998
291,2000-11,17.0,7.714285714285714,85.92857142857143,7.328571428571428
292,2000-11,18.0,7.699999999999995,85.52631578947368,7.300000000000005
293,2000-11,20.0,7.795833333333333,86.20833333333331,7.400000000000002
294,2000-11,21.0,7.866666666666666,86.3888888888889,7.4111111111111105
295,2000-11,22.0,7.547368421052631,83.05263157894737,7.068421052631577
296,2000-11,24.0,7.9,88.0,7.4
297,2000-11,25.0,9.1,102.66666666666669,8.6
298,2000-11,27.0,9.538461538461537,107.6153846153846,9.007692307692308
299,2000-11,29.0,8.706666666666667,97.4,8.226666666666668
300,2000-11,30.0,8.36923076923077,93.0,7.900000000000001
301,2000-11,32.0,8.116666666666665,90.0,7.691666666666667
302,2000-11,34.0,8.6,93.66666666666669,8.133333333333335
303,2000-11,36.0,7.8625,84.75,7.375
304,2000-11,649.0,9.827272727272726,89.54545454545455,9.045454545454543
305,2000-11,657.0,9.37,83.8,8.670000000000002
306,2000-12,2.0,9.381818181818184,88.72727272727273,9.127272727272725
307,2000-12,3.0,9.330769230769226,89.0,9.099999999999998
308,2000-12,4.0,9.16470588235294,88.52941176470587,8.95294117647059
309,2000-12,5.0,9.090909090909092,89.45454545454545,8.899999999999997
310,2000-12,6.0,8.691666666666666,88.0,8.566666666666668
311,2000-12,7.0,8.537499999999998,88.625,8.406250000000002
312,2000-12,8.0,8.5,89.06666666666666,8.40666666666667
313,2000-12,9.0,8.400000000000002,89.03125,8.303125000000005
314,2000-12,10.0,8.389473684210529,89.26315789473685,8.299999999999997
315,2000-12,11.0,8.391666666666667,89.58333333333331,8.316666666666665
316,2000-12,12.0,8.144444444444442,88.22222222222223,8.08888888888889
317,2000-12,13.0,7.927272727272728,87.54545454545455,7.909090909090909
318,2000-12,14.0,7.843750000000001,87.0625,7.893750000000002
319,2000-12,15.0,7.820833333333335,87.95833333333331,7.833333333333336
320,2000-12,16.0,7.864285714285716,88.07142857142857,7.885714285714287
321,2000-12,17.0,7.900000000000001,88.7857142857143,7.900000000000001
322,2000-12,18.0,7.968421052631581,89.10526315789473,7.965789473684213
323,2000-12,21.0,8.241176470588233,91.11764705882355,8.176470588235292
324,2000-12,22.0,8.005555555555555,88.05555555555556,7.9055555555555586
325,2000-12,23.0,8.235714285714286,91.14285714285714,8.178571428571429
326,2000-12,24.0,8.379999999999999,93.2,8.299999999999999
327,2000-12,25.0,8.933333333333334,101.33333333333331,9.022222222222222
328,2000-12,26.0,9.072727272727274,102.8181818181818,9.17272727272727
329,2000-12,27.0,9.1,103.3846153846154,9.215384615384613
330,2000-12,28.0,8.875,100.3125,8.931250000000002
331,2000-12,29.0,8.759999999999998,98.93333333333334,8.799999999999997
332,2000-12,29.5,8.493333333333334,95.0,8.446666666666667
333,2000-12,30.0,8.400000000000002,94.0,8.385714285714286
334,2000-12,31.0,8.200000000000001,91.07142857142857,8.128571428571428
335,2000-12,32.0,8.107692307692307,89.30769230769229,8.015384615384615
336,2000-12,33.0,8.007142857142856,88.7142857142857,7.907142857142858
337,2000-12,34.0,7.899999999999999,86.0,7.762499999999998
338,2000-12,35.0,7.866666666666666,85.66666666666667,7.722222222222222
339,2000-12,36.0,7.7875,84.0,7.612500000000002
340,2000-12,649.0,9.574999999999998,88.33333333333331,9.308333333333332
341,2000-12,657.0,9.791666666666666,85.91666666666669,9.491666666666667
342,2001-02,2.0,10.722727272727274,90.45454545454544,10.027272727272733
343,2001-02,3.0,10.718518518518524,91.5925925925926,10.05555555555556
344,2001-02,4.0,10.722580645161287,92.19354838709677,10.070967741935481
345,2001-02,8.0,10.065624999999997,92.03125,9.5125
346,2001-02,9.0,10.016949152542367,92.45762711864408,9.46440677966102
347,2001-02,10.0,9.960975609756105,92.24390243902441,9.39024390243903
348,2001-02,11.0,9.907692307692308,92.84615384615385,9.323076923076922
349,2001-02,12.0,9.60526315789474,92.31578947368419,9.031578947368422
350,2001-02,13.0,9.423809523809524,92.76190476190477,8.880952380952381
351,2001-02,14.0,9.382758620689657,93.0,8.837931034482757
352,2001-02,15.0,9.310638297872345,93.10638297872342,8.763829787234046
353,2001-02,16.0,9.260714285714283,93.10714285714286,8.714285714285714
354,2001-02,17.0,9.12692307692308,92.96153846153848,8.580769230769228
355,2001-02,18.0,9.044578313253,93.54216867469879,8.527710843373496
356,2001-02,20.0,9.093478260869572,92.8913043478261,8.515217391304352
357,2001-02,21.0,8.960000000000003,92.7,8.562857142857146
358,2001-02,22.0,8.894594594594594,92.35135135135135,8.524324324324326
359,2001-02,23.0,8.876923076923076,92.47692307692309,8.509230769230781
360,2001-02,24.0,8.835714285714285,92.0,8.547619047619051
361,2001-02,25.0,8.931428571428576,92.74285714285715,8.620000000000005
362,2001-02,26.0,8.990909090909089,92.96969696969695,8.675757575757576
363,2001-02,27.0,8.928571428571429,92.6122448979592,8.610204081632661
364,2001-02,28.0,8.87,91.86666666666666,8.546666666666674
365,2001-02,29.0,8.79672131147541,91.19672131147541,8.51147540983607
366,2001-02,29.5,8.78,90.86666666666666,8.463333333333336
367,2001-02,30.0,8.735087719298242,90.43859649122808,8.443859649122809
368,2001-02,31.0,8.731578947368424,90.26315789473685,8.429824561403505
369,2001-02,32.0,8.705769230769231,89.90384615384615,8.428846153846154
370,2001-02,33.0,8.725925925925926,90.01851851851852,8.457407407407409
371,2001-02,34.0,8.737499999999999,89.5,8.478125
372,2001-02,35.0,8.76,90.0,8.471428571428572
373,2001-02,36.0,8.796666666666672,89.76666666666668,8.499999999999998
374,2001-02,649.0,10.725,89.83333333333331,10.02083333333333
375,2001-02,657.0,10.79090909090909,89.04545454545455,10.086363636363632
376,2001-03,2.0,9.0,91.0,8.927272727272726
377,2001-03,3.0,9.0,91.07692307692308,8.946153846153846
378,2001-03,4.0,9.066666666666665,92.33333333333331,8.977777777777778
379,2001-03,8.0,8.835714285714285,90.78571428571428,8.778571428571428
380,2001-03,9.0,8.591428571428569,90.2,8.602857142857143
381,2001-03,10.0,8.615789473684208,90.10526315789473,8.615789473684208
382,2001-03,11.0,8.422727272727276,90.86363636363636,8.486363636363636
383,2001-03,12.0,8.344444444444441,91.22222222222223,8.399999999999999
384,2001-03,13.0,8.169999999999998,92.1,8.27
385,2001-03,14.0,8.099999999999998,92.23076923076924,8.215384615384616
386,2001-03,15.0,8.127272727272723,92.86363636363636,8.263636363636367
387,2001-03,16.0,8.176923076923076,93.15384615384615,8.299999999999999
388,2001-03,17.0,8.200000000000001,94.0,8.299999999999999
389,2001-03,18.0,8.284090909090914,96.4090909090909,8.377272727272723
390,2001-03,20.0,8.204347826086956,96.0,8.304347826086959
391,2001-03,21.0,8.947058823529408,98.52941176470587,8.838235294117645
392,2001-03,22.0,8.727027027027026,94.5945945945946,8.545945945945942
393,2001-03,23.0,8.737931034482763,95.03448275862068,8.586206896551722
394,2001-03,24.0,8.809090909090909,96.36363636363636,8.718181818181819
395,2001-03,25.0,9.129411764705884,100.58823529411764,9.082352941176467
396,2001-03,26.0,9.072727272727267,99.86363636363636,9.036363636363633
397,2001-03,27.0,9.220833333333337,101.375,9.141666666666664
398,2001-03,28.0,9.141935483870967,100.41935483870968,9.051612903225807
399,2001-03,29.0,9.15666666666667,99.5,8.976666666666663
400,2001-03,29.5,9.232258064516133,100.25806451612905,8.996774193548386
401,2001-03,30.0,9.250000000000004,100.73333333333332,9.029999999999998
402,2001-03,31.0,9.020689655172413,98.20689655172414,8.837931034482757
403,2001-03,32.0,8.796000000000003,96.0,8.647999999999998
404,2001-03,33.0,8.75357142857143,95.14285714285714,8.607142857142858
405,2001-03,34.0,8.649999999999999,93.375,8.4875
406,2001-03,35.0,8.522222222222224,91.88888888888887,8.333333333333334
407,2001-03,36.0,8.466666666666669,90.53333333333332,8.273333333333335
408,2001-03,649.0,8.933333333333334,91.0,8.900000000000002
409,2001-03,657.0,8.51,89.0,8.599999999999998
410,2001-04,2.0,9.40909090909091,94.0909090909091,9.2
411,2001-04,3.0,9.400000000000002,94.33333333333331,9.175000000000002
412,2001-04,4.0,9.305882352941175,95.0,9.099999999999998
413,2001-04,8.0,8.97857142857143,92.78571428571428,8.850000000000003
414,2001-04,9.0,8.975757575757575,93.96969696969695,8.83333333333334
415,2001-04,10.0,8.900000000000002,93.41176470588236,8.799999999999997
416,2001-04,11.0,8.869230769230771,94.53846153846152,8.776923076923076
417,2001-04,12.0,8.899999999999997,96.11111111111113,8.788888888888888
418,2001-04,13.0,9.355555555555558,102.22222222222223,9.144444444444446
419,2001-04,14.0,9.346153846153843,102.92307692307692,9.146153846153844
420,2001-04,15.0,9.41818181818182,103.77272727272728,9.186363636363632
421,2001-04,16.0,9.353846153846156,103.3846153846154,9.138461538461538
422,2001-04,17.0,9.483333333333336,104.91666666666669,9.241666666666667
423,2001-04,18.0,9.125000000000004,101.9,8.982499999999998
424,2001-04,20.0,9.099999999999996,103.04166666666669,8.958333333333334
425,2001-04,21.0,9.075510204081633,100.36734693877553,8.765306122448978
426,2001-04,22.0,9.041176470588232,99.43137254901958,8.686274509803923
427,2001-04,23.0,9.352380952380958,103.45238095238096,9.023809523809515
428,2001-04,24.0,9.665384615384614,106.80769230769229,9.319230769230767
