TimeStamp,Station.Number,Distance.from.36,Depth,Discrete.Chlorophyll,Chlorophyll.a.a.PHA,Fluorescence,Calculated.Chlorophyll,Discrete.Oxygen,Oxygen.Electrode.Output,Oxygen.Saturation.percent,Calculated.Oxygen,Discrete.SPM,Optical.Backscatter,Calculated.SPM,Measured.Extinction.Coefficient,Salinity,Temperature,Sigma.t,Nitrite,Nitrate...Nitrite,Ammonium,Phosphate,Silicate
2000-02,14.0,74.43000000000004,8.0,,,0.26933333333333326,1.5,,9.859999999999998,89.4,8.586666666666668,,0.11066666666666665,16.266666666666666,1.3,18.244666666666667,11.896666666666667,13.631333333333334,,,,,
2000-02,15.0,69.99,13.0,1.85,0.455,0.2907999999999999,1.5200000000000002,8.6,9.676,90.0,8.432000000000002,14.9,0.26799999999999996,38.04,1.4,22.306000000000004,12.038400000000003,16.748,0.79,24.59,7.755000000000001,2.01,120.125
2000-02,16.0,63.080000000000005,7.5,,,0.2871428571428571,1.5142857142857145,,9.657142857142858,90.0,8.414285714285715,,0.2278571428571429,32.214285714285715,1.4,22.439285714285713,12.013571428571428,16.855,,,,,
2000-02,17.0,58.88999999999999,7.0,,,0.2607692307692307,1.5,,9.530769230769234,90.92307692307692,8.307692307692308,,0.12692307692307694,18.307692307692307,1.4,25.626153846153844,12.074615384615386,19.31,0.78,25.88,8.01,2.06,124.88
2000-02,18.0,54.95000000000003,18.5,1.6,0.575,0.2511111111111111,1.5,8.4,9.541666666666666,91.75,8.316666666666672,14.6,0.10611111111111116,15.61111111111111,1.1,26.995833333333337,12.077777777777778,20.367777777777782,0.66,22.0,7.42,2.04,92.94
2000-02,20.0,51.45000000000003,13.5,,,0.28692307692307695,1.5,,9.549999999999999,91.53846153846153,8.30769230769231,,0.14923076923076925,21.53846153846154,1.2,26.291923076923077,12.142307692307687,19.81269230769231,,,,,
2000-02,21.0,46.63000000000004,8.53125,2.0666666666666664,0.5499999999999999,0.260625,1.759375,8.5,9.546875000000002,90.59375,8.40625,14.5,0.13343750000000001,18.0,1.5,22.440312499999997,12.233125000000001,16.8203125,0.81,24.925,8.715,2.6100000000000003,84.255
2000-02,22.0,43.920000000000016,10.0,,,0.26527777777777783,1.7666666666666666,,9.46111111111111,90.38888888888889,8.38888888888889,,0.13527777777777775,18.916666666666668,1.3,22.54277777777778,12.249999999999995,16.895555555555557,0.87,25.5,8.92,2.65,86.68
2000-02,23.0,39.65999999999998,9.5,,,0.23625,1.1124999999999998,,9.812499999999998,89.25,8.518750000000002,,0.118125,13.3125,,18.32375,12.169374999999999,13.651249999999997,,,,,
2000-02,24.0,37.09000000000002,5.761904761904762,2.0,0.5825,0.31857142857142856,2.142857142857143,8.5,9.533333333333335,89.95238095238095,8.423809523809524,16.1,0.12714285714285717,17.904761904761905,1.6,21.444285714285716,12.307619047619049,16.036190476190477,1.21,33.51,10.98,3.57,92.94
2000-02,25.0,32.84000000000002,4.764705882352941,,,0.37529411764705883,2.5470588235294116,,9.570588235294116,90.76470588235294,8.441176470588236,,0.1082352941176471,15.0,1.4,21.87235294117647,12.344117647058823,16.363529411764706,1.36,39.19,10.86,4.21,96.03
2000-02,26.0,28.759999999999994,6.0,,,0.4036363636363637,2.309090909090909,,9.718181818181817,90.36363636363636,8.463636363636365,,0.06454545454545454,8.363636363636363,1.1,20.173636363636362,12.409999999999998,15.038181818181819,,,,,
2000-02,27.0,26.190000000000012,6.76,3.3666666666666667,0.61,0.44000000000000017,3.047999999999999,8.5,9.448,91.04,8.38,18.35,0.14279999999999998,21.76,1.8,23.4888,12.371200000000002,17.605600000000006,1.33,38.94,9.25,4.26,96.74
2000-02,28.0,23.569999999999997,8.5,,,0.48687500000000006,2.899999999999999,,9.862499999999997,91.4375,8.537500000000001,,0.073125,9.25,,20.920625000000005,12.375,15.6225,,,,,
2000-02,29.0,20.25,7.758620689655173,,,0.4472413793103449,3.1344827586206887,,9.389655172413791,91.24137931034483,8.317241379310348,,0.14379310344827587,21.310344827586206,1.9,23.892068965517254,12.488620689655175,17.894482758620697,1.57,42.77,14.2,5.0,97.76
2000-02,29.5,17.56,8.5,,,0.48250000000000015,2.8687500000000004,,9.73125,90.375,8.450000000000003,,0.081875,9.9375,,21.047500000000003,12.245625000000002,15.739999999999998,,,,,
2000-02,30.0,14.75,7.2592592592592595,3.65,0.6775,0.4703703703703703,3.2592592592592586,8.45,9.407407407407405,91.07407407407408,8.329629629629633,18.6,0.1437037037037037,21.296296296296298,2.1,23.63740740740741,12.484444444444446,17.69851851851852,1.625,50.510000000000005,11.4,5.515000000000001,101.66
2000-02,31.0,10.610000000000001,7.5,,,0.42071428571428565,2.4285714285714284,,9.571428571428571,89.21428571428571,8.407142857142858,,0.09357142857142857,11.142857142857142,,21.05,12.110714285714282,15.763571428571428,,,,,
2000-02,32.0,8.150000000000004,7.038461538461538,3.575,0.6000000000000001,0.49115384615384633,3.4346153846153844,8.25,9.3,90.07692307692308,8.273076923076928,29.4,0.26346153846153847,41.69230769230769,2.9,23.058076923076918,12.527692307692309,17.242307692307687,2.15,72.58,11.97,7.17,111.6
2000-02,34.0,3.5300000000000002,4.0,,,0.7028571428571428,5.6571428571428575,,9.1,91.0,8.200000000000001,,0.8457142857142858,146.14285714285714,4.7,24.497142857142855,13.05857142857143,18.264285714285712,2.88,90.24,17.89,8.4,123.41
2000-02,36.0,0.0,4.5,5.5,0.51,0.6883333333333334,5.499999999999999,8.0,9.0,90.16666666666667,8.1,105.3,0.6566666666666667,113.16666666666667,,24.13,13.271666666666667,17.945,3.38,106.24,18.86,9.24,128.32
2000-02,649.0,132.94000000000003,6.5,1.4,0.495,0.26583333333333337,1.5,9.3,10.700000000000001,84.63636363636364,9.299999999999999,30.6,0.2116666666666667,30.166666666666668,,0.08999999999999998,10.929166666666669,,0.47,22.95,7.23,1.48,296.48
2000-02,657.0,147.25,6.0,,,0.28363636363636363,1.5,9.4,10.799999999999999,85.0,9.400000000000002,27.0,0.21,30.09090909090909,,0.08999999999999998,10.791818181818178,,0.4,20.24,6.69,1.47,313.61
2000-03,2.0,127.71000000000002,6.5,,,0.2741666666666667,1.2750000000000001,,11.20909090909091,84.0,9.190909090909091,,0.2891666666666667,35.5,,0.07999999999999999,11.310833333333335,,,,,,
2000-03,3.0,125.31999999999995,7.5,1.15,0.54,0.26785714285714285,1.1785714285714284,8.6,11.114285714285712,84.0,9.099999999999998,28.9,0.3107142857142858,38.07142857142857,,0.07999999999999999,11.380714285714285,,,,,,
2000-03,4.0,119.90000000000003,9.5,,,0.27111111111111114,1.1888888888888889,,11.077777777777776,83.61111111111111,9.066666666666665,,0.2716666666666667,32.94444444444444,3.0,0.07444444444444448,11.500000000000004,,,,,,
2000-03,8.0,99.77,8.5,,,0.2762500000000001,1.2750000000000001,,11.143749999999999,83.625,9.099999999999998,,0.37250000000000005,47.0625,3.2,0.08,11.361875000000001,,,,,,
2000-03,9.0,96.78999999999998,18.0,1.05,0.385,0.28714285714285703,1.4399999999999995,9.2,11.051428571428577,83.02857142857142,9.051428571428573,49.7,0.453714285714286,58.91428571428571,4.3,0.08999999999999997,11.498000000000003,,,,,,
2000-03,10.0,93.59999999999997,11.0,,,0.28333333333333344,1.3857142857142855,,11.052380952380949,83.19047619047619,9.057142857142853,,0.43666666666666665,56.04761904761905,3.9,0.08857142857142859,11.474285714285712,,,,,,
2000-03,11.0,89.77,6.5,,,0.29000000000000004,1.45,,10.975,83.0,9.0,,0.4741666666666667,61.75,5.0,0.3825,11.51083333333333,0.5099999999999999,,,,,
2000-03,12.0,84.45000000000002,5.5,,,0.282,1.3299999999999998,,10.809999999999999,84.1,8.919999999999998,,0.45600000000000007,59.1,4.6,3.749,11.657,3.5957142857142856,,,,,
2000-03,13.0,78.54,5.0,1.35,0.44,0.26555555555555554,1.1333333333333335,9.1,10.733333333333333,86.66666666666667,8.866666666666667,43.3,0.32666666666666666,40.55555555555556,3.6,8.318888888888889,11.946666666666667,5.953333333333333,,,,,
2000-03,14.0,74.43000000000002,6.5,,,0.31416666666666665,1.7916666666666667,,10.725000000000001,87.25,8.858333333333333,,0.56,74.0,2.8,9.259166666666665,11.968333333333334,6.677499999999999,,,,,
2000-03,15.0,69.99,11.5,2.1,0.315,0.2859090909090909,1.4272727272727272,9.3,10.495454545454548,88.72727272727273,8.70909090909091,35.4,0.40318181818181825,51.36363636363637,3.3,13.984545454545456,12.103181818181822,10.30590909090909,,,,,
2000-03,16.0,63.080000000000005,7.5,,,0.2914285714285714,1.4785714285714284,,10.47857142857143,88.92857142857143,8.707142857142857,,0.5014285714285714,65.57142857142857,2.4,14.987857142857147,12.092857142857143,11.081428571428573,,,,,
2000-03,17.0,58.88999999999999,7.5,,,0.23142857142857146,0.6714285714285714,,10.364285714285714,89.85714285714286,8.628571428571428,,0.1492857142857143,15.0,1.9,17.375714285714288,12.155714285714286,12.919285714285715,,,,,
2000-03,18.0,54.95,22.5,1.1,0.45499999999999996,0.23113636363636367,0.6727272727272727,8.6,9.95681818181818,90.5,8.388636363636364,17.5,0.1538636363636364,15.909090909090908,1.5,22.638636363636365,12.292954545454547,16.96386363636364,,,,,
2000-03,20.0,51.45000000000003,13.5,,,0.27423076923076933,1.2615384615384615,,10.365384615384617,90.1923076923077,8.599999999999998,,0.11692307692307696,10.615384615384615,1.2,17.86346153846154,12.387692307692303,13.261538461538462,,,,,
2000-03,21.0,46.63000000000007,9.339622641509434,6.966666666666668,0.55,0.5273584905660378,4.543396226415094,9.333333333333334,9.439622641509438,89.28301886792453,8.364150943396227,17.333333333333332,0.18000000000000022,25.169811320754718,1.3333333333333333,21.192641509433958,12.262641509433958,15.852830188679246,0.5549999999999999,19.21,6.51,1.95,134.0
2000-03,22.0,43.92000000000003,9.518518518518519,,,0.4240740740740741,3.2759259259259266,,9.38703703703704,88.07407407407408,8.270370370370365,,0.15629629629629638,22.77777777777778,1.4333333333333336,20.798703703703705,12.272037037037038,15.545740740740738,0.56,19.89,7.82,1.96,144.06
2000-03,23.0,39.65999999999999,8.0,,,0.7353333333333332,7.1433333333333335,,9.451724137931036,91.27586206896552,8.458620689655175,,0.2146666666666666,32.06666666666667,1.25,20.70344827586207,12.922999999999998,15.368620689655172,,,,,
2000-03,24.0,37.09000000000001,5.84375,4.816666666666666,0.5733333333333334,0.6193749999999999,5.64375,9.4,9.890624999999998,92.34375,8.703124999999998,19.733333333333334,0.2103124999999999,30.21875,1.6333333333333335,18.858125000000005,12.6503125,13.982187500000006,0.6,20.63,7.63,2.11,150.41
2000-03,25.0,32.840000000000025,4.846153846153846,,,0.678076923076923,6.215384615384616,,10.039999999999997,93.44,8.8,,0.2607692307692307,35.69230769230769,1.5999999999999999,18.2672,12.757692307692302,13.514,0.76,28.93,7.3,2.77,144.25
2000-03,26.0,28.759999999999998,5.5,,,1.2249999999999999,13.75,,9.669999999999998,96.2,8.9,,0.06000000000000001,10.9,1.1,19.987,13.011,14.794999999999996,,,,,
2000-03,27.0,26.190000000000026,6.72972972972973,7.8500000000000005,0.5666666666666667,0.8367567567567568,8.235135135135135,9.1,10.054054054054054,92.8108108108108,8.767567567567568,20.333333333333332,0.35675675675675683,50.027027027027025,1.7999999999999998,17.36189189189189,12.999999999999996,12.770810810810806,0.86,30.6,7.8,2.96,148.16
2000-03,28.0,23.57000000000001,8.0,,,1.1243333333333334,11.979999999999997,,9.696666666666664,92.66666666666667,8.629999999999999,,0.48633333333333334,70.66666666666667,1.6,17.40666666666667,13.645666666666665,12.700333333333333,,,,,
2000-03,29.0,20.25,8.333333333333334,,,0.7739999999999999,7.393333333333334,,9.917777777777776,91.97777777777777,8.691111111111113,,0.26888888888888884,36.577777777777776,1.7000000000000002,16.729555555555553,13.157777777777776,12.258000000000001,1.04,36.06,10.41,3.67,143.59
2000-03,29.5,17.56,9.0,,,0.9770588235294118,10.617647058823529,,9.164705882352942,90.94117647058823,8.447058823529412,,0.1252941176470588,18.352941176470587,1.5,18.228235294117646,13.516470588235293,13.35470588235294,,,,,
2000-03,30.0,14.75,7.674418604651163,7.283333333333334,0.5916666666666667,0.7683720930232559,7.311627906976744,8.833333333333334,9.867441860465117,91.30232558139535,8.646511627906978,27.166666666666668,0.3497674418604651,49.25581395348837,3.133333333333333,16.290697674418606,13.22813953488372,11.907906976744185,1.12,43.66,8.5,4.305,143.615
2000-03,31.0,10.610000000000008,8.0,,,1.0216666666666667,10.716666666666665,,9.536666666666664,90.9,8.443333333333333,,0.522,74.53333333333333,4.8,16.06233333333334,13.96,11.61366666666667,,,,,
2000-03,32.0,8.15,6.894736842105263,7.720000000000001,0.632,0.9173684210526317,9.055263157894736,8.833333333333334,9.852631578947369,90.89473684210526,8.62631578947368,35.0,0.48605263157894735,67.52631578947368,2.6999999999999997,15.577631578947367,13.29157894736842,11.345789473684212,1.59,68.67,9.69,6.48,147.28
2000-03,33.0,6.810000000000001,7.535714285714286,,,1.173214285714286,12.571428571428571,,9.510714285714288,90.42857142857143,8.457142857142857,,0.4849999999999998,68.03571428571429,3.05,15.265357142857138,14.06357142857143,10.982142857142856,,,,,
2000-03,34.0,3.5300000000000007,4.541666666666667,,,1.3691666666666664,14.679166666666667,,10.220833333333331,93.95833333333333,8.991666666666665,,0.44916666666666677,60.5,3.1999999999999997,14.172083333333333,13.277083333333332,10.265416666666665,2.06,91.64,11.92,8.32,159.05
2000-03,35.0,1.66,5.2631578947368425,,,1.7789473684210528,20.121052631578948,,10.105263157894736,95.3157894736842,8.978947368421052,,0.47631578947368414,66.57894736842105,4.300000000000001,13.937368421052632,14.099473684210528,9.954736842105262,,,,,
2000-03,36.0,0.0,4.333333333333333,15.366666666666667,0.6333333333333333,1.3657142857142859,14.595238095238095,8.966666666666667,10.18095238095238,92.76190476190476,8.928571428571427,49.43333333333334,0.5100000000000001,64.57142857142857,3.4000000000000004,13.585714285714285,13.19190476190476,9.827142857142857,1.99,89.25,11.77,8.0,157.28
2000-03,649.0,132.94000000000003,6.5,1.6,0.56,0.2858333333333334,1.4083333333333334,9.4,11.299999999999999,84.0,9.200000000000001,31.9,0.2983333333333333,36.583333333333336,,0.07000000000000002,11.08333333333333,,,,,,
2000-03,657.0,147.25,6.0,1.75,0.565,0.3118181818181818,1.736363636363636,9.5,11.372727272727273,84.0,9.200000000000001,38.3,0.29636363636363633,36.36363636363637,,0.06000000000000001,10.799999999999999,,,,,,
2000-04,2.0,127.71000000000002,6.0,,,0.3936363636363636,3.3818181818181823,,9.400000000000002,94.0,9.299999999999999,,0.3145454545454545,49.09090909090909,3.4,0.28727272727272724,15.595454545454546,,,,,,
2000-04,3.0,125.31999999999995,6.5,3.25,,0.4858333333333334,4.375,9.2,9.5,94.91666666666667,9.35,62.0,0.37083333333333335,58.416666666666664,3.6,0.5291666666666667,15.695833333333331,,,,,,
2000-04,4.0,119.90000000000003,9.5,,,0.9694444444444444,9.483333333333334,,9.422222222222224,94.61111111111111,9.305555555555557,,0.4783333333333335,75.83333333333333,7.0,1.8372222222222223,15.584999999999999,0.5306666666666667,,,,,
2000-04,8.0,99.77,8.0,,,2.6826666666666665,27.613333333333337,,9.106666666666667,94.33333333333333,9.060000000000002,,1.0479999999999998,168.4,5.3,8.224,14.825999999999999,5.455333333333333,,,,,
2000-04,9.0,96.78999999999998,17.5,27.75,,2.5320588235294124,26.020588235294106,9.3,8.979411764705882,94.26470588235294,8.952941176470588,90.7,1.409705882352941,227.05882352941177,5.9,10.825000000000003,14.575000000000008,7.488823529411766,,,,,
2000-04,10.0,93.59999999999997,9.5,,,2.2527777777777778,23.07777777777778,,8.961111111111114,94.05555555555556,8.91666666666667,,0.8022222222222221,128.66666666666666,5.4,11.18611111111111,14.534444444444444,7.773888888888889,,,,,
2000-04,11.0,89.77,8.0,,,1.6846666666666665,17.066666666666666,,8.839999999999998,94.13333333333334,8.826666666666664,,0.7,111.73333333333333,5.3,14.58066666666667,14.206666666666669,10.432,,,,,
2000-04,12.0,84.45,5.0,,,1.5655555555555558,15.811111111111112,,8.822222222222221,94.33333333333333,8.81111111111111,,0.5233333333333333,83.22222222222223,4.7,15.505555555555556,14.117777777777777,11.156666666666666,,,,,
2000-04,13.0,78.54,5.0,17.25,,1.1600000000000001,11.485714285714286,8.8,8.72857142857143,95.42857142857143,8.728571428571428,41.7,0.3128571428571429,49.285714285714285,3.7,20.041428571428572,13.752857142857142,14.705714285714285,,,,,
2000-04,14.0,74.43000000000004,7.5,,,0.9985714285714286,9.814285714285715,,8.664285714285715,95.07142857142857,8.657142857142857,,0.3392857142857143,53.42857142857143,3.4,20.559285714285714,13.672142857142857,15.120000000000001,,,,,
2000-04,15.0,69.99,12.5,12.5,,0.8216666666666669,7.920833333333333,8.6,8.562499999999998,94.29166666666667,8.566666666666665,50.0,0.33375000000000005,52.458333333333336,4.0,21.72583333333333,13.51041666666667,16.047083333333337,,,,,
2000-04,16.0,63.080000000000005,7.5,,,0.8485714285714284,8.214285714285714,,8.421428571428574,94.0,8.492857142857144,,0.26857142857142857,41.642857142857146,2.3,23.087142857142855,13.320714285714285,17.129285714285714,,,,,
2000-04,17.0,58.88999999999999,7.0,,,0.6153846153846154,5.723076923076923,,8.2,91.53846153846153,8.276923076923074,,0.1253846153846154,18.46153846153846,1.5,25.416153846153843,12.644615384615381,19.04692307692308,,,,,
2000-04,18.0,54.95000000000001,22.0,7.1,,0.6988372093023257,6.634883720930233,8.7,8.095348837209302,90.5813953488372,8.176744186046506,12.2,0.11767441860465122,17.302325581395348,1.3,27.54186046511628,12.002790697674419,20.804651162790698,,,,,
2000-04,20.0,51.450000000000024,12.0,,,1.1026086956521737,10.908695652173913,,9.056521739130433,99.73913043478261,8.97826086956522,,0.10956521739130441,16.0,1.8,25.16217391304348,12.986521739130433,18.789565217391303,,,,,
2000-04,21.0,46.63,8.5,19.35,0.585,1.441875,12.193750000000001,9.2,9.124999999999998,103.1875,9.193749999999998,21.8,0.136875,21.5625,1.9,24.15125,13.751875000000002,17.87,0.215,7.199999999999999,2.95,1.545,56.989999999999995
2000-04,22.0,43.920000000000016,9.527777777777779,,,0.9419444444444441,7.508333333333334,,8.975000000000001,97.77777777777777,8.597222222222221,,0.08694444444444442,12.777777777777779,1.25,24.96833333333334,14.08333333333333,18.433055555555555,0.24,5.199999999999999,1.9700000000000002,1.47,53.12
2000-04,23.0,39.65999999999998,7.5,,,0.6907142857142857,6.150000000000001,,9.778571428571428,106.85714285714286,9.128571428571428,,0.03928571428571428,4.857142857142857,0.8,23.996428571428567,15.72642857142857,17.36285714285714,0.2,3.42,0.46,1.37,40.62
2000-04,24.0,37.09000000000002,5.761904761904762,11.4,0.6875,1.0495238095238097,9.766666666666666,9.05,9.20952380952381,100.76190476190476,8.81904761904762,9.45,0.08750000000000002,12.65,1.15,23.752380952380953,14.852857142857143,17.345714285714283,0.24,4.9775,2.0475000000000003,1.5550000000000002,48.465
2000-04,25.0,32.84000000000002,4.5,,,1.1528571428571426,10.692857142857141,,9.414285714285715,104.28571428571429,9.078571428571427,,0.09071428571428575,12.428571428571429,1.3,22.547857142857147,15.334999999999999,16.32714285714286,0.265,4.82,1.15,2.025,51.42
2000-04,26.0,28.759999999999998,5.5,,,0.768,6.880000000000001,,9.279999999999998,100.0,8.53,,0.06777777777777777,7.666666666666667,0.9,24.023000000000003,15.794,17.366,0.23,3.87,1.25,2.02,32.94
2000-04,27.0,26.19000000000001,6.260869565217392,11.966666666666669,0.7166666666666668,1.4230434782608696,16.304347826086953,8.600000000000001,9.186956521739129,101.69565217391305,8.882608695652175,19.3,0.21913043478260857,37.56521739130435,1.4,21.69391304347826,15.514347826086956,15.639130434782608,0.29500000000000004,5.9125000000000005,1.72,2.1875,53.614999999999995
2000-04,28.0,23.569999999999997,8.0,,,0.6553333333333333,5.786666666666666,,9.42,101.93333333333334,8.686666666666666,,0.05866666666666667,6.733333333333333,0.7,23.51133333333333,16.024,16.92866666666667,0.49,7.5,3.48,2.94,44.16
2000-04,29.0,20.25,7.5,,,1.2525000000000002,14.185714285714283,,8.935714285714287,98.21428571428571,8.571428571428568,,0.2229629629629629,37.96296296296296,1.7,21.11285714285714,15.748571428571429,15.147500000000003,0.41500000000000004,8.89,2.69,2.915,62.14
2000-04,29.5,17.56,8.5,,,0.47187500000000004,3.975000000000001,,8.950000000000001,94.75,8.143749999999999,,0.07062500000000003,8.1875,1.0,22.440625000000004,16.087500000000002,16.095,0.37,8.96,1.62,3.35,51.53
2000-04,30.0,14.75,6.541666666666667,15.975,0.625,1.3883333333333336,16.570833333333336,8.65,8.750000000000004,96.79166666666667,8.424999999999999,21.15,0.3617391304347827,64.21739130434783,1.7000000000000002,20.012083333333333,16.102500000000003,14.235000000000005,0.3775,10.452499999999999,1.4475,3.2375,64.72749999999999
